Date,Price,Open,High,Low,Chg%
"Dec 26, 2017",28829,28676,28839,28676,0.61%
"Dec 27, 2017",28942,28805,28959,28805,0.39%
"Dec 28, 2017",29012,28970,29078,28910,0.24%
"Dec 29, 2017",29156,29030,29175,28955,0.50%
"Jan 01, 2018",29123,29160,29184,29101,-0.11%
"Jan 02, 2018",29162,29150,29225,29111,0.13%
"Jan 03, 2018",29225,29193,29270,29165,0.22%
"Jan 04, 2018",29230,29187,29245,29061,0.02%
"Jan 05, 2018",29217,29250,29284,29155,-0.04%
"Jan 08, 2018",29261,29193,29299,29165,0.15%
"Jan 09, 2018",29156,29258,29267,29140,-0.36%
"Jan 10, 2018",29324,29135,29430,29121,0.58%
"Jan 11, 2018",29390,29309,29406,29293,0.23%
"Jan 12, 2018",29547,29450,29580,29420,0.53%
"Jan 15, 2018",29752,29600,29779,29600,0.69%
"Jan 16, 2018",29822,29799,29850,29740,0.24%
"Jan 17, 2018",29757,29801,29829,29680,-0.22%
"Jan 18, 2018",29645,29650,29700,29550,-0.38%
"Jan 19, 2018",29755,29601,29780,29595,0.37%
"Jan 22, 2018",29834,29699,29863,29699,0.27%
"Jan 23, 2018",29911,29873,29932,29781,0.26%
"Jan 24, 2018",30249,29935,30291,29916,1.13%
"Jan 25, 2018",30361,30300,30464,30170,0.37%
"Jan 29, 2018",30060,30150,30150,29980,-0.99%
"Jan 30, 2018",30052,29978,30170,29954,-0.03%
"Jan 31, 2018",30117,30069,30167,30052,0.22%
"Feb 01, 2018",30505,30189,30570,30041,1.29%
"Feb 02, 2018",30367,30660,30720,30244,-0.45%
"Feb 05, 2018",30262,30420,30420,30222,-0.35%
"Feb 06, 2018",30187,30350,30714,30165,-0.25%
"Feb 07, 2018",29995,30223,30250,29972,-0.64%
"Feb 08, 2018",30107,29950,30173,29805,0.37%
"Feb 09, 2018",30009,30055,30102,29891,-0.33%
"Feb 12, 2018",30152,30118,30178,30030,0.48%
"Feb 13, 2018",30218,30200,30250,30102,0.22%
"Feb 14, 2018",30624,30250,30687,30043,1.34%
"Feb 15, 2018",30579,30641,30681,30531,-0.15%
"Feb 16, 2018",30816,30650,30839,30650,0.78%
"Feb 19, 2018",30742,30763,30792,30725,-0.24%
"Feb 20, 2018",30532,30629,30774,30511,-0.68%
"Feb 21, 2018",30476,30451,30539,30387,-0.18%
"Feb 22, 2018",30573,30459,30590,30400,0.32%
"Feb 23, 2018",30509,30501,30525,30427,-0.21%
"Feb 26, 2018",30531,30526,30644,30501,0.07%
"Feb 27, 2018",30295,30540,30610,30272,-0.77%
"Feb 28, 2018",30379,30310,30446,30287,0.28%
"Mar 01, 2018",30165,30320,30320,30119,-0.70%
"Mar 02, 2018",30448,30250,30528,30250,0.94%
"Mar 05, 2018",30352,30460,30548,30341,-0.32%
"Mar 06, 2018",30573,30397,30687,30362,0.73%
"Mar 07, 2018",30474,30650,30650,30394,-0.32%
"Mar 08, 2018",30429,30477,30546,30396,-0.15%
"Mar 09, 2018",30401,30384,30470,30280,-0.09%
"Mar 12, 2018",30332,30403,30427,30267,-0.23%
"Mar 13, 2018",30377,30322,30409,30237,0.15%
"Mar 14, 2018",30405,30420,30546,30356,0.09%
"Mar 15, 2018",30299,30433,30473,30264,-0.35%
"Mar 16, 2018",30224,30255,30349,30145,-0.25%
"Mar 19, 2018",30418,30180,30439,30095,0.64%
"Mar 20, 2018",30263,30351,30356,30185,-0.51%
"Mar 21, 2018",30449,30270,30525,30251,0.61%
"Mar 22, 2018",30493,30530,30615,30465,0.14%
"Mar 23, 2018",30907,30625,30950,30625,1.36%
"Mar 26, 2018",30902,30855,30929,30760,-0.02%
"Mar 27, 2018",30699,30864,30904,30664,-0.66%
"Mar 28, 2018",30521,30775,30775,30500,-0.58%
"Mar 29, 2018",30408,30546,30550,30378,-0.37%
"Apr 02, 2018",30931,30545,30995,30521,1.72%
"Apr 03, 2018",30634,30681,30899,30582,-0.96%
"Apr 04, 2018",30722,30765,30970,30550,0.29%
"Apr 05, 2018",30476,30650,30700,30350,-0.80%
"Apr 06, 2018",30694,30640,30749,30500,0.72%
"Apr 09, 2018",30759,30659,30779,30642,0.21%
"Apr 10, 2018",30900,30701,30936,30675,0.46%
"Apr 11, 2018",31355,30950,31562,30931,1.47%
"Apr 12, 2018",31002,31306,31335,30965,-1.13%
"Apr 13, 2018",31118,31031,31185,30870,0.37%
"Apr 16, 2018",31298,31200,31355,31155,0.58%
"Apr 17, 2018",31383,31272,31396,31190,0.27%
"Apr 18, 2018",31534,31350,31591,31291,0.48%
"Apr 19, 2018",31598,31567,31620,31430,0.20%
"Apr 20, 2018",31432,31522,31564,31396,-0.53%
"Apr 23, 2018",31277,31370,31385,31211,-0.49%
"Apr 24, 2018",31372,31257,31395,31203,0.30%
"Apr 25, 2018",31406,31417,31430,31329,0.11%
"Apr 26, 2018",31252,31332,31372,31183,-0.49%
"Apr 27, 2018",31211,31166,31277,31126,-0.13%
"Apr 30, 2018",31036,31170,31170,30925,-0.56%
"May 01, 2018",30929,30950,30971,30865,-0.34%
"May 02, 2018",30925,31014,31014,30901,-0.01%
"May 03, 2018",31046,30941,31122,30878,0.39%
"May 04, 2018",31114,31020,31139,30990,0.22%
"May 07, 2018",31258,31150,31310,31150,0.46%
"May 08, 2018",31210,31228,31252,31078,-0.15%
"May 09, 2018",31309,31250,31375,31163,0.32%
"May 10, 2018",31365,31353,31487,31241,0.18%
"May 11, 2018",31518,31380,31570,31363,0.49%
"May 14, 2018",31504,31450,31579,31384,-0.04%
"May 15, 2018",31175,31450,31516,31161,-1.04%
"May 16, 2018",30997,31160,31160,30925,-0.57%
"May 17, 2018",30978,30976,30995,30851,-0.06%
"May 18, 2018",31091,30944,31110,30944,0.36%
"May 21, 2018",31112,31040,31127,30912,0.07%
"May 22, 2018",31108,31100,31160,30990,-0.01%
"May 23, 2018",31183,31125,31389,31095,0.24%
"May 24, 2018",31474,31258,31510,31238,0.93%
"May 25, 2018",31189,31370,31428,31165,-0.91%
"May 28, 2018",30963,31150,31150,30888,-0.72%
"May 29, 2018",31188,31050,31325,31025,0.73%
"May 30, 2018",31035,31150,31150,30926,-0.49%
"May 31, 2018",30831,31066,31113,30785,-0.66%
"Jun 01, 2018",30546,30704,30777,30500,-0.92%
"Jun 04, 2018",30685,30700,30704,30540,0.46%
"Jun 05, 2018",30637,30670,30680,30600,-0.16%
"Jun 06, 2018",30861,30981,31024,30840,0.73%
"Jun 07, 2018",31193,30950,31216,30943,1.08%
"Jun 08, 2018",31215,31153,31334,31060,0.07%
"Jun 11, 2018",31216,31186,31260,31075,0.00%
"Jun 12, 2018",31156,31173,31208,31075,-0.19%
"Jun 13, 2018",31143,31141,31187,31107,-0.04%
"Jun 14, 2018",31377,31192,31418,31192,0.75%
"Jun 15, 2018",31010,31393,31424,30958,-1.17%
"Jun 18, 2018",30974,30975,31026,30929,-0.12%
"Jun 19, 2018",30891,31035,31098,30875,-0.27%
"Jun 20, 2018",30781,30870,30885,30757,-0.36%
"Jun 21, 2018",30616,30750,30750,30515,-0.54%
"Jun 22, 2018",30610,30567,30656,30551,-0.02%
"Jun 25, 2018",30657,30655,30738,30621,0.15%
"Jun 26, 2018",30554,30628,30641,30452,-0.34%
"Jun 27, 2018",30695,30530,30720,30516,0.46%
"Jun 28, 2018",30508,30669,30689,30475,-0.61%
"Jun 29, 2018",30432,30460,30505,30356,-0.25%
"Jul 02, 2018",30289,30399,30518,30270,-0.47%
"Jul 03, 2018",30493,30321,30573,30244,0.67%
"Jul 04, 2018",30614,30561,30650,30531,0.40%
"Jul 05, 2018",30650,30617,30718,30545,0.12%
"Jul 06, 2018",30560,30737,30737,30546,-0.29%
"Jul 09, 2018",30617,30611,30778,30600,0.19%
"Jul 10, 2018",30528,30650,30655,30404,-0.29%
"Jul 11, 2018",30310,30479,30515,30291,-0.71%
"Jul 12, 2018",30147,30240,30290,30137,-0.54%
"Jul 13, 2018",30105,30146,30183,30014,-0.14%
"Jul 16, 2018",30080,30177,30225,30060,-0.08%
"Jul 17, 2018",29729,30019,30087,29701,-1.17%
"Jul 18, 2018",29766,29751,29780,29638,0.12%
"Jul 19, 2018",29885,29800,29945,29658,0.40%
"Jul 20, 2018",29920,29800,29960,29733,0.12%
"Jul 23, 2018",29872,29921,29984,29825,-0.16%
"Jul 24, 2018",29863,29845,29932,29731,-0.03%
"Jul 25, 2018",29915,29811,29988,29791,0.17%
"Jul 26, 2018",29788,29841,29904,29771,-0.42%
"Jul 27, 2018",29780,29750,29825,29652,-0.03%
"Jul 30, 2018",29745,29705,29792,29687,-0.12%
"Jul 31, 2018",29653,29705,29726,29565,-0.31%
"Aug 01, 2018",29422,29615,29670,29369,-0.78%
"Aug 02, 2018",29487,29480,29565,29451,0.22%
"Aug 03, 2018",29486,29411,29900,29400,0.00%
"Aug 06, 2018",29629,29690,29697,29610,0.48%
"Aug 07, 2018",29597,29668,29734,29585,-0.11%
"Aug 08, 2018",29610,29626,29694,29546,0.04%
"Aug 09, 2018",29668,29640,29734,29585,0.20%
"Aug 10, 2018",29783,29696,29815,29602,0.39%
"Aug 13, 2018",29725,29826,29893,29705,-0.19%
"Aug 14, 2018",29735,29700,29817,29640,0.03%
"Aug 16, 2018",29330,29600,29600,29283,-1.36%
"Aug 17, 2018",29349,29330,29451,29268,0.06%
"Aug 20, 2018",29497,29465,29525,29423,0.50%
"Aug 21, 2018",29605,29548,29627,29501,0.37%
"Aug 22, 2018",29678,29700,29795,29636,0.25%
"Aug 23, 2018",29608,29628,29680,29540,-0.24%
"Aug 24, 2018",29903,29600,29967,29570,1.00%
"Aug 27, 2018",30002,29910,30081,29883,0.33%
"Aug 28, 2018",30024,30055,30210,30001,0.07%
"Aug 29, 2018",30188,30004,30200,30003,0.55%
"Aug 30, 2018",30170,30151,30316,30110,-0.06%
"Aug 31, 2018",30129,30294,30359,30110,-0.14%
"Sep 03, 2018",30327,30100,30347,30070,0.66%
"Sep 04, 2018",30178,30265,30298,30137,-0.49%
"Sep 05, 2018",30315,30219,30437,30219,0.45%
"Sep 06, 2018",30547,30400,30700,30400,0.77%
"Sep 07, 2018",30494,30544,30544,30385,-0.17%
"Sep 10, 2018",30715,30569,30729,30495,0.72%
"Sep 11, 2018",30717,30630,30738,30535,0.01%
"Sep 12, 2018",30651,30721,30765,30410,-0.21%
"Sep 13, 2018",30450,30604,30679,30424,-0.66%
"Sep 14, 2018",30436,30533,30637,30370,-0.05%
"Sep 17, 2018",30776,30558,30800,30558,1.12%
"Sep 18, 2018",30793,30707,30928,30644,0.06%
"Sep 19, 2018",30627,30716,30928,30613,-0.54%
"Sep 20, 2018",30599,30600,30670,30562,-0.09%
"Sep 21, 2018",30582,30700,30904,30485,-0.06%
"Sep 24, 2018",30842,30613,30892,30595,0.85%
"Sep 25, 2018",30819,30797,30847,30730,-0.07%
"Sep 26, 2018",30593,30800,30810,30567,-0.73%
"Sep 27, 2018",30324,30635,30665,30300,-0.88%
"Sep 28, 2018",30481,30328,30520,30220,0.52%
"Oct 01, 2018",30592,30501,30694,30370,0.36%
"Oct 03, 2018",31009,31350,31350,30840,1.36%
"Oct 04, 2018",31130,31053,31180,31000,0.39%
"Oct 05, 2018",31154,30950,31429,30925,0.08%
"Oct 08, 2018",31220,31531,31531,31202,0.21%
"Oct 09, 2018",31283,31305,31400,31231,0.20%
"Oct 10, 2018",31381,31366,31395,31267,0.31%
"Oct 11, 2018",31991,31447,32014,31431,1.94%
"Oct 12, 2018",31846,31898,31898,31730,-0.45%
"Oct 15, 2018",32066,31900,32311,31831,0.69%
"Oct 16, 2018",31868,32072,32160,31851,-0.62%
"Oct 17, 2018",31861,31834,32020,31783,-0.02%
"Oct 18, 2018",32072,31937,32097,31826,0.66%
"Oct 19, 2018",31902,32047,32047,31863,-0.53%
"Oct 22, 2018",31894,31880,31916,31800,-0.03%
"Oct 23, 2018",32064,31965,32280,31958,0.53%
"Oct 24, 2018",31913,31970,32029,31785,-0.47%
"Oct 25, 2018",31861,32114,32114,31841,-0.16%
"Oct 26, 2018",31937,31964,32213,31901,0.24%
